District Name,website,details,all_children,location,dates_closed – start_date,dates_closed – end_date,dates_closed – indefinitely,breakfast,lunch,dinner,meal_delivery – curbside meal pickup,meal_delivery – walk-in meal pickup,meal_delivery – pending or unspecified,meal_delivery – meal delivery,start_time_1,end_time_1,start_time_2,end_time_2,start_time_3,end_time_3,address,latitude,longitude,gmaps_name,gmaps_id
Miller Grove ISD,https://www.mgisd.net/2020/03/press-release-mgisd-will-be-providing-meals-during-extended-break-for-mgisd-students/,Details: MGISD wants to do what we can to make sure that our students are getting breakfast and lunch during the week. We are offering this service to ALL students in the Miller Grove District.,False,Elementary Parking lot by the Cafeteria OR Delivered by Bus,2020-03-16,2020-03-20,False,False,False,False,False,True,False,False,9:30 AM,11:00 AM,,,,,"Cumby, TX 75433, United States",33.0216138,-95.80214380000001,Miller Grove School,3443b07ec59b28e2650bb670593bd38c293210ff
Mineola ISD,http://www.mineolaisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Mineola Independent School District, TX, USA",32.6675165,-95.4568133,Mineola Independent School District,10562781a8eae647ebffaf9ea7bedfe3a20277ab
Montgomery ISD,,,False,,2020-03-12,2020-03-13,False,False,False,False,False,False,False,False,,,,,,,"Montgomery Independent School District, TX, USA",30.4502629,-95.68787359999999,Montgomery Independent School District,efc0b8abbd6866f5414a9bb3a10309b67c5e2f71
Moody ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Moody Independent School District, TX, USA",31.2785653,-97.394882,Moody Independent School District,0e64fd0e381ea049b263624652113a8bcacd1124
Mount Enterprise ISD,http://www.meisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"301 NW 3rd St, Mt Enterprise, TX 75681, United States",31.92106339999999,-94.6867305,Mount Enterprise ISD,6f2fd5ddbe57bd5ec72fee18269d6ed4d27d38fd
Mumford ISD,http://www.mumford.k12.tx.us/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Mumford Independent School District, TX, USA",30.7532897,-96.55698819999999,Mumford Independent School District,9062d1d9eb173f6374b5ee79551593e6fc692932
Nacogdoches ISD,http://www.nacisd.org/news/what_s_new/n_i_s_d_offering_students_free_lunches,Details: Students age,False,Brooks,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,10:30 AM,12:00 PM,,,,,"Nacogdoches Independent School District, TX, USA",31.6117873,-94.6657027,Nacogdoches Independent School District,095b536515f9a77a5a32f6247319b3518cac69ef
Natalia ISD,https://www.nataliaisd.net/,Details: Breakfast and Lunch kits will be provided to vehicles at the distribution sites. Kits will be one per Natalia ISD student. Each car will need to provide name and grade of each student.,False,"Jr High, Fire Department, Natalia ISD Transportation, Community Center Great Oaks, Mail Delivery turnaround at Forest Woods",2020-03-17,2020-03-20,False,True,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,,"Natalia Independent School District, TX, USA",29.2046934,-98.86936089999999,Natalia Independent School District,6ef7074788d02597fec008e184dfcd2b7dff0c51
Needville ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,True,False,,,,,,,"Needville Independent School District, TX, USA",29.36202919999999,-95.7932008,Needville Independent School District,3b3495098a68f26636cc2808bb80c3be6f0d8aa8
New Caney ISD,https://www.newcaneyisd.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=36&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=20120&PageID=1,Details:  No charge for children,False,New Caney Elementary School,2020-03-16,2020-04-17,False,True,True,False,True,False,False,False,8:30 AM,11:30 AM,,,,,"New Caney Independent School District, TX, USA",30.1236255,-95.2475518,New Caney Independent School District,6dd6df0055294b5fcb51e180d56b31fa83ac2539
New Castle ISD,https://www.newcastleisd.net/,,False,,2020-03-16,2020-03-16,False,False,False,False,False,False,False,False,,,,,,,"505 Washington Ave, Newcastle, TX 76372, United States",33.1882656,-98.7378504,Newcastle High School,7b4465ae92ce73bee827cfb14c1fa5a5984a83c8
New Diana,http://www.ndisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Diana, TX 75640, USA",32.7098612,-94.75215419999999,Diana,a37b7e44e4aed67aa9d77a64d83e932c4398e007
New Summerfield ISD,https://www.newsummerfieldisd.org/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"13307 TX-110, Jacksonville, TX 75766, United States",31.9789983,-95.09509349999999,New Summerfield ISD,62d97c687cf68016c54971d5bd09849751a00a7e
New Waverly ISD,https://www.new-waverly.k12.tx.us/,,False,New Waverly Elementary,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,1:00 PM,,,"355 E Front St, New Waverly, TX 77358, United States",30.537884,-95.4816429,New Waverly ISD,5db9b50df754a569882ad7ac5b1aaef6f71736f4
North East ISD,,,False,,2020-03-09,2020-03-23,False,False,False,False,False,False,False,False,,,,,,,"North East Independent School District, TX, USA",29.5883182,-98.46229869999999,North East Independent School District,270ce4efaae2c58492fb24bfe43e40e0042162bd
North Hopkins ISD,https://www.northhopkins.net/18323?articleID=50305,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"North Hopkins Independent School District, TX 75482, USA",33.288929,-95.62476699999999,North Hopkins Independent School District,bca008f80ec1a579f222dce40486eb343858f943
Northside ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Northside Independent School District, TX, USA",29.5496408,-98.70407499999999,Northside Independent School District,6bd07691787795404087146ecf381eeab80f6c35
Nueces Canyon ISD,https://www.nccisd.net,Details: Please call,False,NC Elementary,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:30 PM,,,"Nueces Canyon Consolidated Independent School District, TX, USA",29.7239287,-100.1255164,Nueces Canyon Consolidated Independent School District,7610ed8f650cf639cf722610ad0f59e6dc039921
Northwest ISD,https://www.nisdtx.org/cms/One.aspx?portalId=232201&pageId=23602050,Details: During the extended break,False,"Curits Elementary, Jusitn Elementary, Love Elementary, Love Elementary, Sendera Ranch Elementary, Chisholm Trail Middle School, TIdwell Middle School",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,10:00 AM,1:00 PM,,,,,"Northwest Independent School District, TX, USA",32.994914,-97.394882,Northwest Independent School District,7434a8f986226d0fce1632705397d46db992aad0
Oakwood ISD,https://www.oakwoodisd.net/article/208879?org=oakwood,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"631 N Holly St, Oakwood, TX 75855, United States",31.58746679999999,-95.85357619999999,Oakwood ISD,dc6bfc3e88bb89ab9b62f4d2c55e014fb314416f
Oakwood ISD,https://www.oakwoodisd.net/article/208879?org=oakwood,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Oakwood Independent School District, TX, USA",31.5183127,-95.8353837,Oakwood Independent School District,c7eb591bb7cbd2d6482f019ebf0b4c0709b39f19
Ogelsby ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Oglesby Independent School District, TX, USA",31.4289262,-97.54638849999999,Oglesby Independent School District,fbe2be2f140207e385d2778a7c768b63df5729dc
Ore City ISD,https://www.ocisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Ore City Independent School District, TX, USA",32.8314196,-94.7484518,Ore City Independent School District,00f626f849432fc4461819eea904110d5798808b
Overton ISD,http://www.overtonisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Overton Independent School District, TX, USA",32.315309,-94.9662608,Overton Independent School District,8528d5704b673c46ef7c2c54e7c79fc267740239
Paint Rock ISD,http://www.paintrockisd.net,Details: This week,False,,2020-03-16,2020-03-27,False,True,True,False,False,True,False,False,,,,,,,"698 S Sims Ave, Paint Rock, TX 76866, United States",31.5039215,-99.9248435,Paint Rock Schools,016c75bcbf666680eabaf5c5910868f96ebae15a
Panther Creek ISD,https://www.pcreek.net,Details: Orders can be placed by,False,Not Specified,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,10:30 AM,11:30 AM,,,,,"Panther Creek Consolidated Independent School District, TX, USA",31.6768317,-99.58960429999999,Panther Creek Consolidated Independent School District,17c5d24fa626433b17c7302afb5a5f62a675a1ce
Paris ISD,https://www.parisisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1920 Clarksville St, Paris, TX 75460, United States",33.6553043,-95.5360072,Paris Independent School District,a31c76602914a544b9028b6a064afdf8ab7b77cd
Pasadena ISD,https://www1.pasadenaisd.org/,,False,"J Frank Dobie High School, Sam Rayburn High School, Pasadena High School, South Houston High School, Pasadena Memorial High School",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Pasadena Independent School District, TX, USA",29.6638146,-95.2057909,Pasadena Independent School District,5c701a9f7747d557195feaec8252f5a599f59214
Pearland ISD,https://www.pearlandisd.org/,Details:  On Mondays,False,"Carleston Elementary, Lawhon Elementary, PACE Center",2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,11:00 AM,12:30 PM,,,,,"Pearland Independent School District, TX, USA",29.5680437,-95.2893433,Pearland Independent School District,8922d57d486497b82df5963a9d3574a0b5f9f77c
Perrin-Whitt ISD,https://s3.amazonaws.com/scschoolfiles/1509/covid19.pdf ,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"216 North Benson, Perrin, TX 76486, United States",33.0340458,-98.0694323,Perrin-Whitt Consolidated Independent School District,88d1fdecb7b59ec6e817af8ec7a7bf3d1635e10b
Pflugerville ISD,http://www.pfisd.net/site/Default.aspx?PageID=7656,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Pflugerville Independent School District, TX, USA",30.4681943,-97.5897372,Pflugerville Independent School District,a6d2a47f591c6f8dd2c62436264d4d45ea74c500
Pine Tree ISD,http://www.ptisd.org/,,False,,2020-03-16,2020-03-27,False,False,False,False,False,False,False,False,,,,,,,"Pine Tree Independent School District, TX, USA",32.502529,-94.8002333,Pine Tree Independent School District,fc1510ced17b00b5dd034c607898d698c9fc4483
Pittsburg ISD,https://www.pittsburgisd.net/,Details: Pickup at the High School,False,High School cafeteria or the Elementary,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:30 PM,,,"Pittsburg Independent School District, TX, USA",32.9583569,-94.9558696,Pittsburg Independent School District,9873321c158ae233e536bb8a4d84d0f9b779d3ae
Plano ISD,https://www.pisd.edu/Page/22423,Details:Plano ISD is currently providing free grab-and-go breakfast and lunch meals at several locations across the district. Armstrong Middle School,False,"Armstrong Middle School, Daffron, Huffman, Meadows, Haggar, Sigler, and Thomas Elementaries.",2020-03-16,2020-04-03,False,True,True,False,True,False,False,False,7:30 AM,8:30 AM,11:00 AM,12:30 PM,,,"Plano Independent School District, TX, USA",33.0550676,-96.7279918,Plano Independent School District,70f8f9c851b3bfb2c2086396accc8080c3962e25
Pleasonton ISD,https://www.pisd.us/apps/pages/index.jsp?uREC_ID=1694901&type=d&pREC_ID=1854518,Details: Curbside Student Meals will be provided at Pleasanton Junior High Campus Only,False,Pleasanton Junior High,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:30 AM,10:00 AM,12:00 PM,1:30 PM,,,"Pleasanton Independent School District, TX, USA",28.92618629999999,-98.352656,Pleasanton Independent School District,927a5b711515ada13680c3ea00248257af658e65
Poth ISD,https://www.pothisd.us/,Details: This will be a drive by pick up. Children must,False,Front of Poth ISD Cafeteria,2020-03-16,2020-03-20,False,True,True,False,True,False,False,False,8:00 AM,9:00 AM,11:00 AM,12:30 PM,,,"510 Titcomb, Poth, TX 78147, United States",29.0745417,-98.0830438,Poth Independent School District,71aacb74cc6aadd12cae048ae3b4b8f1df53284f
Port Arthur ISD,,,False,,2020-03-01,2021-03-01,True,False,False,False,False,False,True,False,,,,,,,"Port Arthur Independent School District, TX, USA",29.8927095,-93.9266502,Port Arthur Independent School District,520420c51f2931af4ff0059c0e6601185c9de3a0
Poteet ISD,http://ww1.poteetisd.org/district/,Details: Children under the age of,False,IMS Pickup,2020-03-17,2020-03-20,False,False,False,False,True,False,False,False,9:00 AM,1:00 PM,,,,,"Poteet Independent School District, TX, USA",29.0670092,-98.68206359999999,Poteet Independent School District,575885993e34bf79d20f6049e7117f5ee4f355a0
Prairieland ISD,https://www.prairiland.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Prairiland Independent School District, TX, USA",33.4575584,-95.35208759999999,Prairiland Independent School District,2ceeb13b47a0ae9fca368b4cf4d3deb9924823e0
Princeton ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Princeton Independent School District, TX, USA",33.1464892,-96.48231799999999,Princeton Independent School District,31cfa431abb060f82ec567591e0e10204b08b976
Pro-Vision Academy School,,,False,,2020-03-13,2020-03-30,False,False,False,False,False,False,False,False,,,,,,,"11503 Martin Luther King Blvd, Houston, TX 77048, United States",29.6348001,-95.3388853,Pro Vision Academy,1f016a970e2fe91f3b430caf99648a3a449cd3d1
Prosper ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Prosper Independent School District, TX, USA",33.2318514,-96.7708138,Prosper Independent School District,b73b0d876090a74992fd7a61903094afab216b72
Rains ISD,https://www.rainsisd.org/14134_1,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Rains Independent School District, TX, USA",32.9009129,-95.77212039999999,Rains Independent School District,b0a3092d157113406abe24412aaf7a2a7026eb28
Ranch Academy,https://www.raschools.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"3120 Co Rd 2318, Canton, TX 75103, United States",32.4231424,-95.8609041,Ranch Academy - Canton,be3902ef042829ab439cbc64a968302009f1ac47
Ranch Academy,https://www.raschools.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2318 Vz County Rd 2201, Canton, TX 75103, United States",32.5310695,-95.87656659999999,The Ranch Academy,90e1753d592b6777289acc124a289ecb7d83dae4
Ranch Academy,https://www.raschools.com/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2274 County Rd 203 Loop, Cameron, TX 76520, United States",30.8678798,-97.0311965,Resolution Ranch Academy,a7d6fbdad840f140e21e85136bff1a454bbae543
Rankin ISD,,,False,,2020-03-16,2020-03-20,False,False,True,False,False,True,False,False,,,,,,,"1201 Upton St, Rankin, TX 79778, United States",31.23116959999999,-101.9417193,Rankin Independent School District,897a94f4a725ccdb6c9826d8fed5657c92c47abd
Rice ISD,https://www.rice-isd.org/,Details: Students grades Pre-K through,False,IMS Pickup,2020-03-16,2020-03-20,False,True,True,False,False,True,False,False,10:00 AM,11:00 AM,,,,,"Rice Independent School District, TX, USA",32.2133375,-96.47165799999999,Rice Independent School District,9e7c6e77e40360de48d037a2e26abe3bbc3cdcc5
Richardson ISD,http://www.richardson.k12.tx.us/,,False,,2020-03-01,2021-03-01,True,False,False,False,False,False,True,False,,,,,,,"Richardson Independent School District, TX, USA",32.9205249,-96.7279918,Richardson Independent School District,485d63c267c490fca81b3df7281eac61147a9552
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"4106 SW 51st Ave, Amarillo, TX 79109, United States",35.1550392,-101.882697,Richard Milburn Academy - RMA Amarillo,e500420cee616829515610cb6f2e6e34a80e55e4
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"503 E I-20 Frontage Suite #110, Midland, TX 79701, United States",31.9757662,-102.0663221,Richard Milburn Academy - RMA Midland,634c35deb2b752963cfbeeef86299563d77d0cd7
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2419 N County Rd W #100, Odessa, TX 79763, United States",31.8605555,-102.3967486,Richard Milburn Academy - RMA Odessa,3c34458d323f95a1082ae02e79c65b495f3b5552
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"713 E Airtex Dr, Houston, TX 77073, United States",29.984617,-95.4124353,Richard Milburn Academy - RMA Houston,80c04e3a165b24bdf8d8b008569ffc132fb33768
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"802 N 8th St, Killeen, TX 76541, United States",31.12444069999999,-97.72497419999999,Richard Milburn Academy - RMA Killeen,c105a539ee46940e17935e8f03b1293877ca043b
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"320 E Southmore Ave Suite #306, Pasadena, TX 77502, United States",29.6896875,-95.20842739999999,Richard Milburn Academy - RMA Pasadena,dfd8b91dbba2814195cb6346da10f8f958fc12f8
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"5333 Everhart Rd., Bldg. C, Corpus Christi, TX 78411, United States",27.7104998,-97.3874969,Richard Milburn Academy- RMA Corpus Christi,b6c3f164b1e34438a61bcc3335f369097690558f
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"6785 Camp Bowie Blvd #200, Fort Worth, TX 76116, United States",32.7201568,-97.43450179999999,Richard Milburn Academy - RMA Fort Worth,6903eed7f538ee4d61655eee931a5c5413dc859d
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"13003 Jones Maltsberger Rd, San Antonio, TX 78247, United States",29.5598112,-98.4612915,Richard Milburn Academy - RMA Central Office,bc05dd145e4bf4beb8e434c766af0ad6287efe7a
Richard Milburn Academy,https://www.rmaschools.org/students/services-and-resources/web-links/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"2333 50th St, Lubbock, TX 79412, United States",33.5482889,-101.8685842,Richard Milburn Academy - RMA Lubbock,ac370bfbc2ee8004ee7710f503e7f656ac73d19c
Riesel ISD,https://www.rieselisd.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=122&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=777&PageID=9,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Riesel Independent School District, TX, USA",31.4738845,-96.95312249999999,Riesel Independent School District,113aae2f8e9c566ca95eb9a0d2a3918b2c542d73
Robert Lee ISD,https://www.rlisd.net,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"1323 Hamilton St, Robert Lee, TX 76945, United States",31.9013605,-100.4863796,Robert Lee High School,9ec9b59e5e72ac59eb0d6d244ab39d6edf2102b9
Rockdale ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Rockdale Independent School District, TX, USA",30.6828669,-97.0283383,Rockdale Independent School District,6042c6d5069538ce4d3936d1cb421f2cd0425cff
Rocksprings ISD,https://www.rockspringsisd.net,Details: Lunch pick up behind the cafeteria. If you live within the city limits,False,Not specified,2020-03-16,2020-03-20,False,False,True,False,True,False,False,False,,,,,,,"201 US-377, Rocksprings, TX 78880, United States",30.01813229999999,-100.2050101,Rocksprings High School,00087de69c9c738b994e54663c30c79bccac5c47
Rockwall ISD,https://www.facebook.com/pg/rockwallisd/posts/?ref=page_internal,Details: To help our students and families,True,Dobbs and Rochell,2020-03-16,2020-04-03,False,False,True,False,True,False,False,False,11:00 AM,1:00 PM,,,,,"Rockwall Independent School District, TX, USA",32.8678036,-96.4503434,Rockwall Independent School District,6dd252b8bfdec49a9031d0927d011ce3e9120128
Rogers ISD,https://www.rogersisd.org/apps/news/article/1186323,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Rogers Independent School District, TX, USA",30.9933203,-97.2005806,Rogers Independent School District,1f4ee63d154cd95cb00bce0aab4a5f3ede3072b2
Rosebud-Lott ISD,https://www.rlisd.org/apps/news/article/1184743,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Rosebud-Lott Independent School District, TX, USA",31.1203749,-96.9638624,Rosebud-Lott Independent School District,4f4a11d4da06907bbb57df2eab788aec87e31d8f
Round Rock ISD,https://roundrockisd.org/coronavirus/,Details: Meals will be provided Monday through Friday and children must be present to receive a meal. Meals will be distributed to children under the age of,False," Anderson Mill Elementary, Bluebonnet Elementary, Caldwell Heights Elementary, Callison Elementary, C.D. Fulkes Middle School, Double File Trail Elementary, Forest North Elementary, Hernandez Middle School, Joe Lee Johnson Elementary, Success High School, Union Hill Elementary,",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,8:00 AM,9:00 AM,11:00 AM,1:00 PM,,,"Round Rock Independent School District, TX, USA",30.5063348,-97.7199454,Round Rock Independent School District,35075835c6db7b4ae76f85aa97250b74899ae086
Royal ISD,https://www.royal-isd.net/article/211605?org=royal-isd,Details:  Can pick up breakfast and lunch in one trip. On Thursday breakfast and lunch will be provided for both Thursday and Friday. Closed on Friday. Student must be in vehicle to receive meal,False,Behind Royal High School,2020-03-16,2020-04-10,False,True,True,False,True,False,False,False,9:30 AM,12:30 PM,,,,,"Royal Independent School District, TX, USA",29.86088759999999,-96.0044121,Royal Independent School District,73e3eb2650653539ab6fcc2796adaafd83b1e82a
Royse City ISD,,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Royse City Independent School District, TX, USA",32.9427558,-96.30134319999999,Royse City Independent School District,89174933222c6350bc646a357e3978a8c4433f5e
Rusk ISD,https://www.ruskisd.net/,,False,,2020-03-16,2020-03-20,False,False,False,False,False,False,False,False,,,,,,,"Rusk Independent School District, TX, USA",31.845292,-95.1015225,Rusk Independent School District,15ad6d2d77795b8c154583392f5ecc9ef3c8c23a
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"2482 Adam Clayton Powell Jr Blvd, New York, NY 10030, United States",40.82116509999999,-73.9397503,M & S Food,065f559ea39e492a93e16e4e4a86765898c8fa0b
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"156 E 110th St, New York, NY 10029, United States",40.7945035,-73.9441107,D & S Produce Inc,40f50f4c052fa33f7685adb9dbee444b07d2a22f
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"148 E 103rd St, New York, NY 10029, United States",40.7901511,-73.9475846,S & H Grocery Corporation,339a950e3cd6ca780e26b386f43da9c53a7ee63f
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"880 River Ave # B, The Bronx, NY 10452, United States",40.828454,-73.9254007,S & A Sports,d9877a2d053576b5f4a7250c4fd572e2b6724739
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"1994 3rd Ave, New York, NY 10029, United States",40.7939289,-73.94320019999999,I & S Pharmacy,e9a90fe66363ed48557984540b46ec992064467e
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"2914 3rd Ave, The Bronx, NY 10455, United States",40.8172471,-73.9157039,S & A Stores Inc,beb4ac6eaa444de75907e0ff88a0035f0f975bc2
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"608 E 133rd St, The Bronx, NY 10454, United States",40.8026282,-73.91843829999999,S & J Supply,0929002006a60ad113cee85d77d80cc47bdc32ae
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"2033 3rd Ave, New York, NY 10029, United States",40.79501200000001,-73.94196,S & N Discount Inc,161bc59d52d1e4969cf6f69134d7e0ec8c01acc7
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"154 W 131st St 3rd fl, New York, NY 10027, United States",40.812283,-73.945026,"Brian S Adjo, CPA",a9de01c53966146968af24a5e5234553f058cf22
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"Astoria, NY 11102, United States",40.7714205,-73.9225951,S & K Convenient Mart Inc,3dad1fc534c462ee44c406a101f7b23a864cec4f
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"248 W 106th St, New York, NY 10025, United States",40.8009196,-73.96737329999999,S & S Computing,33b1339381459abb16764811547281fc9102b781
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"2336 1st Avenue, New York, NY 10035, United States",40.7984062,-73.933448,David ‘s Deli & Grill,0aad3d2298251e26ce733dae5cf3ece859d84e3d
S & S CISD,https://sscisd.net/apps/news/show_news.jsp?REC_ID=618855&id=0,Details: As we enter our,False,"Elementary, Middle School",2020-03-16,2020-04-03,False,True,True,False,False,True,False,False,11:00 AM,12:00 PM,11:00 AM,12:00 PM,,,"270 E 165th St, The Bronx, NY 10456, United States",40.8290402,-73.916027,S & P Mini Market Corp,0f8d8f187e3ba8d67d83f3c8f6ab2e5d23ad9fd9
